NAME,HUC6,OBJECTID,N,oc,wsolidityu2,wroundu2,ndvimean,etDp2000,etDp2001,etDp2002,etDp2003,etDp2004,etDp2005,etDp2006,etDp2007,etDp2008,etDp2009,etDp2010,etDp2011,etDp2012,etDp2013,etDp2014,etDp15year,petDp2000,petDp2001,petDp2002,petDp2003,petDp2004,petDp2005,petDp2006,petDp2007,petDp2008,petDp2009,petDp2010,petDp2011,petDp2012,petDp2013,petDp2014,petDp15year,n,log10oc,angularwsolidityu2,sqrtwroundu2,log10petDp15year,sqrtn,STlog10oc,STangularwsolidityu2,STsqrtwroundu2,STsqrtn
Upper Susquehanna,20501,277,45,2.600666693,0.922583668,0.744552386,0.599741635,0.650576591,0.822327727,0.646263409,0.555027045,0.557404773,0.616330455,0.596953182,0.691294773,0.615570227,0.714501591,0.722405682,0.42214,0.716895455,0.765913864,0.739206364,0.655520742,1.058989545,1.372178182,1.047498636,0.845729318,0.865293409,1.060368864,1.013648409,1.142201818,1.034921136,1.1775625,1.224835455,0.6484675,1.220839773,1.260262955,1.228448864,1.080083091,1.556354447,0.415084696,1.133297425,0.86287449,0.033457167,1.247539357,0.668616251,0.62509038,0.29720281,1.00700208
Upper Tennessee,60102,218,7,2.390000105,0.929908977,0.760182047,0.666162366,0.60257,0.615387143,0.558395714,0.480508571,0.51509,0.625318571,0.601007143,0.760438571,0.627685714,0.417597143,0.628505714,0.530805714,0.596138571,0.401934286,0.580501429,0.569458952,1.074944286,1.09085,0.918464286,0.781857143,0.886747143,1.042888571,1.029274286,1.433062857,1.106332857,0.708095714,1.063538571,0.898408571,1.024971429,0.66603,1.088128571,0.987572952,1.279764831,0.37839792,1.145040089,0.871884193,-0.005430813,1.131266914,0.530821751,0.950633819,0.418750765,0.397437798
Upper Trinity,120301,298,9,1.116666675,0.903942966,0.821631834,0.478635348,0.476516667,0.580968889,0.536907778,0.733386667,0.513391111,0.78911,0.468437778,0.527828889,0.607318889,0.425831111,0.6674,0.53309,0.580273333,0.53206,0.643881111,0.574426815,1.847554444,1.70085,1.421551111,2.238833333,1.358693333,3.243411111,2.263387778,1.263476667,2.133983333,1.366112222,1.75738,2.739982222,1.958423333,2.058791111,2.509304444,1.990782296,0.829553108,0.047923555,1.10638452,0.906439096,0.29902377,0.910798061,-0.710430692,-0.121019619,0.884923475,-0.758381546
Upper White,110100,51,395,2.255918369,0.92038189,0.77166934,0.616230441,0.668205558,0.719339416,0.577735584,0.676702538,0.675046548,0.729096421,0.545802665,0.675916701,0.522602234,0.551568883,0.82174802,0.509592183,0.828454213,0.556496193,0.696105051,0.650294147,1.665460076,1.453492284,1.020449086,1.226983883,1.255352563,1.492118604,1.221617513,1.393869848,0.92580066,0.991084467,1.482336244,0.925528883,1.815642589,0.999110635,1.350325812,1.28127821,1.30930447,0.35332338,1.129912238,0.878447119,0.10764344,1.14424843,0.436642484,0.531242395,0.507289768,0.465494066
Upper Yellowstone,100700,356,19,2.515263143,0.873034912,0.590181773,0.336461441,1.055692105,1.104381053,1.188207368,1.018541053,1.037120526,0.733541053,0.876398947,0.828692105,0.798777895,0.967177368,0.770498421,0.719944737,1.340536316,0.731107368,0.823718947,0.932955684,4.801344737,5.004238947,4.851695789,4.373952105,4.698284737,3.216048947,4.498583158,3.690876842,3.518969474,4.021971053,3.097650526,2.617225263,7.815024737,2.949387368,3.056887895,4.147476105,1.422305879,0.400583427,1.068316939,0.76823289,0.617783893,1.192604662,0.614149893,-1.176372216,-0.979586544,0.719004105
Ventura-San Gabriel Coastal,180701,76,1,0.330000013,0.93,0.76,0.245751515,0.90902,0.81202,0.85552,0.54341,0.33486,0.30569,0.66385,0.65954,0.4205,0.60385,0.27945,0.53332,0.6514,0.97025,0.5753,0.607865333,10.80143,9.28608,17.67832,6.55468,5.33563,3.50749,8.41354,17.1055,6.7763,9.46442,3.34211,6.53317,13.03823,25.33783,11.79546,10.331346,0.544279379,-0.481486043,1.145191014,0.871779789,1.014156906,0.737752926,-2.698878293,0.954817933,0.417342264,-1.665579599
Verde,150602,58,2,2.264999986,0.832135409,0.409747781,0.363344141,0.37208,0.504095,0.56612,0.42786,0.364125,0.443085,0.630775,0.488625,0.389915,0.59729,0.37677,0.490155,0.482195,0.453965,0.47492,0.470798333,4.463715,4.565175,9.13374,4.55044,3.97124,3.85283,6.184735,5.73765,4.01698,7.292425,3.37614,5.667755,5.334825,4.730025,4.90263,5.185353667,0.495194157,0.355068204,1.025813407,0.640115443,0.714778383,0.703700332,0.44319599,-2.354703242,-2.707991289,-1.844102079
Verdigris,110701,271,10,2.070999983,0.928401266,0.763197468,0.50227097,0.486164,0.586061,0.629208,0.576424,0.559616,0.781313,0.542298,0.642828,0.45395,0.536521,0.764813,0.476983,0.638806,0.546003,0.679514,0.5933668,1.556273,1.688784,1.496622,1.531734,1.269992,2.131336,1.916953,1.436919,1.03711,1.376259,1.699383,1.804708,2.350741,1.38062,1.778717,1.630410067,0.951237079,0.316180095,1.142558919,0.873611738,0.212296848,0.975313836,0.297133347,0.881848015,0.44205669,-0.420154264
Wabash,51201,137,531,1.754468084,0.922752542,0.765299219,0.474047945,0.574812726,0.575874417,0.651138195,0.518331598,0.567901992,0.636694342,0.554212538,0.588494248,0.5421,0.552442444,0.642337688,0.48610235,0.704346504,0.566903102,0.56171297,0.581560341,1.44913047,1.273422256,1.277024192,1.097551504,1.195219718,1.403931992,1.17100891,1.30884406,1.1017025,1.146540338,1.434294643,0.953601147,1.717831898,1.07207782,1.157160432,1.250622792,1.081603826,0.244145472,1.133559668,0.87481382,0.097126339,1.040001839,0.026573323,0.632360592,0.458273719,-0.081024068
Washington Coastal,171001,379,1,9.43999958,0.93,0.76,0.836203685,0.22535,0.28131,0.23495,0.22041,0.2798,0.24311,0.21233,0.28041,0.23995,0.23886,0.17397,0.20415,0.19187,0.2785,0.22766,0.235508667,0.41292,0.38117,0.38937,0.33558,0.44119,0.384,0.30591,0.43354,0.37746,0.40435,0.27505,0.32989,0.2753,0.41763,0.33599,0.366623333,0.828498047,0.974971975,1.145191014,0.871779789,-0.435779899,0.910218681,2.771537166,0.954817933,0.417342264,-0.761418977
Washita,111303,268,5,1.277499989,0.848293087,0.501048944,0.415701556,0.393264,0.6097,0.444696,0.625358,0.420234,0.521142,0.39124,0.451986,0.438572,0.478964,0.658132,0.494196,0.58663,0.506418,0.570594,0.506075067,2.180976,2.888604,2.065868,3.35822,1.793158,2.570514,2.962566,1.43468,2.410774,2.325522,2.410512,4.737984,3.588174,2.462516,3.182148,2.691481067,0.638558536,0.106360905,1.041785659,0.707848108,0.429991329,0.799098577,-0.490941647,-1.911902399,-1.794224566,-1.343971856
West Branch Susquehanna,20502,274,42,2.566585384,0.92237994,0.77524012,0.585349207,0.643116429,0.761477143,0.574429524,0.487258571,0.488719286,0.57137119,0.567412143,0.681090476,0.597882381,0.625994286,0.642566667,0.42247881,0.652682619,0.705439524,0.650505476,0.604828302,1.18238619,1.424806905,1.056022381,0.812926905,0.810952381,1.098048571,1.068649048,1.293384762,1.109144762,1.11750881,1.214810952,0.699776905,1.223485952,1.269707143,1.188211429,1.104654873,1.289107179,0.409355717,1.132981558,0.880477212,0.043226613,1.135388558,0.647098367,0.616333579,0.534677316,0.419045731
Western Lake Erie,41000,263,310,2.237959192,0.921775469,0.783750465,0.44314503,0.531167282,0.564240097,0.691764984,0.529983333,0.58268068,0.574127055,0.553704951,0.491825016,0.506969288,0.59330123,0.628184919,0.436182557,0.677163851,0.586760809,0.606278544,0.570288973,1.349721618,1.369526861,1.454489385,1.076123204,1.220677735,1.325522104,1.208250421,1.171893819,1.156805599,1.350329806,1.5439911,0.877156699,1.735250227,1.151489029,1.332405243,1.28824219,1.030614695,0.349852163,1.132047568,0.885296823,0.109997518,1.01519195,0.423604688,0.590440448,0.599697649,-0.211091195
White,101402,290,24,2.012608692,0.919424241,0.730149043,0.307741376,0.664115833,0.741789167,0.808619583,0.759937917,0.651467917,0.592783333,0.686036667,0.647927083,0.590709167,0.636224167,0.6451425,0.593266667,0.707445833,0.60755,0.674231667,0.667149833,3.647667917,3.611305,4.880611667,4.12199375,4.198097917,3.115153333,4.569649583,3.825987083,2.80048125,2.668705417,2.865833333,2.54837875,5.918522917,2.596619583,2.541442917,3.594030028,0.790222556,0.303759344,1.128459057,0.854487591,0.555581701,0.888944631,0.250481353,0.490955683,0.184056966,-0.872949281
White-Yampa,140500,99,26,2.522692311,0.864701074,0.566130946,0.254162506,0.693495,0.784894615,0.824664615,0.755939231,0.705371154,0.598486923,0.613413462,0.552680385,0.675173077,0.651284231,0.596310385,0.656262692,0.738390769,0.591158462,0.597552692,0.669005179,4.759402308,5.150713846,6.178816154,5.068548077,4.328039231,3.483667308,4.109235769,4.143664231,4.328479615,4.197227308,3.646661154,3.637126154,7.143416538,3.945621538,3.980248462,4.540057846,0.726522146,0.401864284,1.059059753,0.752416737,0.657061386,0.852362684,0.618960754,-1.433010397,-1.192958835,-1.064732024
Willamette,170900,385,67,2.97,0.914833854,0.790332292,0.628196861,0.58618,0.546177761,0.477305672,0.433564776,0.597898806,0.497564627,0.359471791,0.491285672,0.567340896,0.561161791,0.384691045,0.496475373,0.35003194,0.792196866,0.461319851,0.506844458,1.059041343,1.02918806,0.93327791,0.830073881,1.091693731,0.906739403,0.712746567,0.911862388,1.07009806,1.095341343,0.672869254,0.88323403,0.631939701,1.389148358,0.885998657,0.940216846,1.1046478,0.472756449,1.121645996,0.889006351,-0.026771972,1.051022264,0.88522974,0.30207629,0.649742087,-0.023248923
Wisconsin,70700,347,36,1.860555552,0.911511289,0.796977423,0.497907835,0.657575714,0.645463429,0.724140857,0.77576,0.661545429,0.864301714,0.753863429,0.699654,0.681862286,0.747178286,0.605133714,0.768356286,0.862293143,0.647899714,0.649038,0.716271067,1.365178571,1.254852571,1.256822,1.514571143,1.186551714,1.706025714,1.474702571,1.326448857,1.247540286,1.423152857,1.109457714,1.338469714,1.758634286,1.103256,1.149314286,1.347665219,1.507327059,0.269642642,1.116862597,0.89273592,0.12958202,1.227732487,0.122339976,0.169465475,0.700056894,0.903163541
Yazoo,80302,166,12,0.723333324,0.93,0.76,0.564040917,0.536960833,0.429150833,0.4114375,0.551355,0.4617425,0.660683333,0.511831667,0.6777375,0.482448333,0.438175,0.709381667,0.532235,0.670754167,0.500065,0.5177875,0.539449722,1.596249167,0.910846667,0.750576667,1.035128333,0.90755,1.481635,1.188139167,1.566049167,0.997586667,0.802176667,1.457193333,1.100343333,1.389459167,0.894834167,1.055914167,1.142245444,1.045605341,-0.140661527,1.145191014,0.871779789,0.057759434,1.022548454,-1.41875097,0.954817933,0.417342264,-0.172524342
