NAME,HUC6,OBJECTID,N,HDIdgi,oc,clay,silt,sand,wpg2,wp,fc,tp,ep,Ks,wsolidityu2,wroundu2,wsizemean,wgrademean,denvfroots,denfroots,denmroots,dencoroots,etDp2000,etDp2001,etDp2002,etDp2003,etDp2004,etDp2005,etDp2006,etDp2007,etDp2008,etDp2009,etDp2010,etDp2011,etDp2012,etDp2013,etDp2014,petDp2000,petDp2001,petDp2002,petDp2003,petDp2004,petDp2005,petDp2006,petDp2007,petDp2008,petDp2009,petDp2010,petDp2011,petDp2012,petDp2013,petDp2014,n,asinHDIdgi,log10oc,sqrtclay,sqrtsand,log10wpg2,sqrtwp,log10tp,sqrtep,sqrtKs,angularwsolidityu2,asinwroundu2,log10wsizemean,log10wgrademean,log10denvfroots,log10denfroots,log10denmroots,log10dencoroots,sqrtn
Upper Tennessee,60102,218,7,0.21426965,2.390000105,25.22857162,38.95714242,35.81428582,8.714285714,0.20655834,0.370426661,0.581761008,0.211334347,71.41491638,0.929908977,0.760182047,4.892072512,1.666666667,0.003044652,0.160606295,0.00123242,0.002804146,0.60257,0.615387143,0.558395714,0.480508571,0.51509,0.625318571,0.601007143,0.760438571,0.627685714,0.417597143,0.628505714,0.530805714,0.596138571,0.401934286,0.580501429,1.074944286,1.09085,0.918464286,0.781857143,0.886747143,1.042888571,1.029274286,1.433062857,1.106332857,0.708095714,1.063538571,0.898408571,1.024971429,0.66603,1.088128571,1.279764831,0.481255799,0.37839792,5.022805154,5.984503808,0.940231795,0.454486897,-0.23525539,0.459711156,8.450734665,1.145040089,1.059036794,0.689492886,0.22184875,-2.516462328,-0.794237437,-2.909241308,-2.552199327,1.131266914
Upper Trinity,120301,298,9,0.519702615,1.116666675,23.70000021,30.01111073,46.28888876,3,0.147033331,0.269546666,0.461635224,0.192088557,59.24451355,0.903942966,0.821631834,10.31840408,1.375,0,0.117108757,0,0,0.476516667,0.580968889,0.536907778,0.733386667,0.513391111,0.78911,0.468437778,0.527828889,0.607318889,0.425831111,0.6674,0.53309,0.580273333,0.53206,0.643881111,1.847554444,1.70085,1.421551111,2.238833333,1.358693333,3.243411111,2.263387778,1.263476667,2.133983333,1.366112222,1.75738,2.739982222,1.958423333,2.058791111,2.509304444,0.829553108,0.805105881,0.047923555,4.868264599,6.803593812,0.477121255,0.383449255,-0.335701061,0.438279086,7.697045768,1.10638452,1.13477482,1.013612531,0.138302698,-5,-0.93141063,-6,-5,0.910798061
Upper Yellowstone,100700,356,19,0.273114199,2.515263143,19.78947356,37.31578988,42.89473704,5.105263158,0.201439996,0.217927497,0.640566043,0.422638546,366.5324799,0.873034912,0.590181773,6.828445397,1.198516646,0.013511362,0.074949604,0.00047056,0,1.055692105,1.104381053,1.188207368,1.018541053,1.037120526,0.733541053,0.876398947,0.828692105,0.798777895,0.967177368,0.770498421,0.719944737,1.340536316,0.731107368,0.823718947,4.801344737,5.004238947,4.851695789,4.373952105,4.698284737,3.216048947,4.498583158,3.690876842,3.518969474,4.021971053,3.097650526,2.617225263,7.815024737,2.949387368,3.056887895,1.422305879,0.549901544,0.400583427,4.448536114,6.549407381,0.708018133,0.448820673,-0.193436087,0.650106565,19.145038,1.068316939,0.876076186,0.834321841,0.07864407,-1.86930088,-1.125230656,-3.327384703,-5,1.192604662
Verde,150602,58,2,0.441447558,2.264999986,15.3499999,49.4999981,35.14999998,13,0.18189,0.362699987,0.558490582,0.195790596,46.68838963,0.832135409,0.409747781,2.969529959,1.968836727,0.008444601,0.163952259,0,0,0.37208,0.504095,0.56612,0.42786,0.364125,0.443085,0.630775,0.488625,0.389915,0.59729,0.37677,0.490155,0.482195,0.453965,0.47492,4.463715,4.565175,9.13374,4.55044,3.97124,3.85283,6.184735,5.73765,4.01698,7.292425,3.37614,5.667755,5.334825,4.730025,4.90263,0.495194157,0.726711062,0.355068204,3.917907593,5.928743541,1.113943352,0.426485638,-0.252984146,0.442482311,6.832890284,1.025813407,0.694648518,0.472687711,0.294209702,-2.073420863,-0.785282594,-6,-5,0.703700332
Verdigris,110701,271,10,0.749552239,2.070999983,21.27999959,59.29000015,19.42999992,0,0.228813341,0.351073339,0.527044026,0.175970687,37.39017197,0.928401266,0.763197468,2.969933057,1.64333961,0,0.062458004,0,0,0.486164,0.586061,0.629208,0.576424,0.559616,0.781313,0.542298,0.642828,0.45395,0.536521,0.764813,0.476983,0.638806,0.546003,0.679514,1.556273,1.688784,1.496622,1.531734,1.269992,2.131336,1.916953,1.436919,1.03711,1.376259,1.699383,1.804708,2.350741,1.38062,1.778717,0.951237079,1.046680675,0.316180095,4.613024994,4.407947359,-2,0.478344375,-0.278153105,0.419488602,6.11475036,1.142558919,1.062575623,0.47274666,0.215727323,-5,-1.204411902,-6,-5,0.975313836
Wabash,51201,137,531,0.222305286,1.754468084,21.61428572,49.35056397,28.88270678,2.559322034,0.184285884,0.319191854,0.425716282,0.106524428,20.75220529,0.922752542,0.765299219,4.434578327,1.477745302,0.002721312,0.037889064,0.000136046,0,0.574812726,0.575874417,0.651138195,0.518331598,0.567901992,0.636694342,0.554212538,0.588494248,0.5421,0.552442444,0.642337688,0.48610235,0.704346504,0.566903102,0.56171297,1.44913047,1.273422256,1.277024192,1.097551504,1.195219718,1.403931992,1.17100891,1.30884406,1.1017025,1.146540338,1.434294643,0.953601147,1.717831898,1.07207782,1.157160432,1.081603826,0.490982571,0.244145472,4.64911666,5.374263371,0.408124936,0.429285317,-0.37087974,0.326380803,4.555458845,1.133559668,1.065051378,0.64685233,0.169599587,-2.565221715,-1.421486118,-3.866313108,-5,1.040001839
Washita,111303,268,5,0.391151787,1.277499989,14.67999992,33.42000084,51.89999962,0,0.093586665,0.19946334,0.445283023,0.245819683,93.24267717,0.848293087,0.501048944,4.307717079,1.2,0.003216991,0.046843503,0.000196067,0,0.393264,0.6097,0.444696,0.625358,0.420234,0.521142,0.39124,0.451986,0.438572,0.478964,0.658132,0.494196,0.58663,0.506418,0.570594,2.180976,2.888604,2.065868,3.35822,1.793158,2.570514,2.962566,1.43468,2.410774,2.325522,2.410512,4.737984,3.588174,2.462516,3.182148,0.638558536,0.675671329,0.106360905,3.831448802,7.204165435,-2,0.305919377,-0.351363863,0.495802061,9.656224789,1.041785659,0.786447108,0.634247172,0.079181246,-2.492550171,-1.329350639,-3.707595945,-5,0.799098577
Western Lake Erie,41000,263,310,0.481031044,2.237959192,30.16483867,45.40258067,24.43258069,1.227272727,0.235358181,0.354890904,0.467238423,0.112347519,18.53289225,0.921775469,0.783750465,5.452575118,1.76039287,0.000152155,0.070054247,0.000445125,0,0.531167282,0.564240097,0.691764984,0.529983333,0.58268068,0.574127055,0.553704951,0.491825016,0.506969288,0.59330123,0.628184919,0.436182557,0.677163851,0.586760809,0.606278544,1.349721618,1.369526861,1.454489385,1.076123204,1.220677735,1.325522104,1.208250421,1.171893819,1.156805599,1.350329806,1.5439911,0.877156699,1.735250227,1.151489029,1.332405243,1.030614695,0.766424654,0.349852163,5.492252605,4.942932398,0.088941083,0.485137281,-0.330461451,0.335182814,4.304984581,1.132047568,1.087131917,0.736601657,0.245609601,-3.817713846,-1.15456553,-3.351518383,-5,1.01519195
White,101402,290,24,0.194638304,2.012608692,23.78333334,49.29999983,26.91666681,0.041666667,0.209079994,0.343419996,0.539622646,0.19620265,56.67521818,0.919424241,0.730149043,2.411191899,1.046828249,0,0.070265254,0.000653556,0.003271504,0.664115833,0.741789167,0.808619583,0.759937917,0.651467917,0.592783333,0.686036667,0.647927083,0.590709167,0.636224167,0.6451425,0.593266667,0.707445833,0.60755,0.674231667,3.647667917,3.611305,4.880611667,4.12199375,4.198097917,3.115153333,4.569649583,3.825987083,2.80048125,2.668705417,2.865833333,2.54837875,5.918522917,2.596619583,2.541442917,0.790222556,0.456911252,0.303759344,4.876815902,5.188127485,-1.380211242,0.457252659,-0.267909833,0.442947683,7.528294506,1.128459057,1.024563634,0.382231776,0.019875434,-5,-1.15325938,-3.184717199,-2.485252537,0.888944631
White-Yampa,140500,99,26,0.363295415,2.522692311,20.676923,36.80769216,42.51538469,6.615384615,0.181458333,0.289524998,0.544025157,0.25450016,103.5794503,0.864701074,0.566130946,4.048045826,1.450214537,0.000603186,0.124916007,0,0,0.693495,0.784894615,0.824664615,0.755939231,0.705371154,0.598486923,0.613413462,0.552680385,0.675173077,0.651284231,0.596310385,0.656262692,0.738390769,0.591158462,0.597552692,4.759402308,5.150713846,6.178816154,5.068548077,4.328039231,3.483667308,4.109235769,4.143664231,4.328479615,4.197227308,3.646661154,3.637126154,7.143416538,3.945621538,3.980248462,0.726522146,0.64693043,0.401864284,4.547188472,6.520382251,0.820555099,0.425979263,-0.264381017,0.504480088,10.177399,1.059059753,0.851723451,0.60724542,0.161432254,-3.219548899,-0.903381906,-6,-5,0.852362684
Willamette,170900,385,67,0.324837913,2.97,28.48805964,55.06716412,16.44477606,2.378787879,0.181106667,0.369676195,0.505480679,0.135804484,26.5786091,0.914833854,0.790332292,5.826007509,2.064386227,0.007537851,0.05909017,0.000322934,0.001016091,0.58618,0.546177761,0.477305672,0.433564776,0.597898806,0.497564627,0.359471791,0.491285672,0.567340896,0.561161791,0.384691045,0.496475373,0.35003194,0.792196866,0.461319851,1.059041343,1.02918806,0.93327791,0.830073881,1.091693731,0.906739403,0.712746567,0.911862388,1.07009806,1.095341343,0.672869254,0.88323403,0.631939701,1.389148358,0.885998657,1.1046478,0.60643957,0.472756449,5.337420692,4.055215908,0.376355717,0.425566289,-0.29629544,0.3685166,5.155444607,1.121645996,1.095170539,0.76537104,0.314790953,-2.122752441,-1.22848476,-3.490886835,-2.993067536,1.051022264
Wisconsin,70700,347,36,0.144814267,1.860555552,7.441666663,30.99722244,61.56111098,1.972222222,0.077219999,0.303800005,0.471698122,0.167898117,41.59252957,0.911511289,0.796977423,8.327177431,1.148148148,0.002010619,0.072323529,0.00012477,0.000535337,0.657575714,0.645463429,0.724140857,0.77576,0.661545429,0.864301714,0.753863429,0.699654,0.681862286,0.747178286,0.605133714,0.768356286,0.862293143,0.647899714,0.649038,1.365178571,1.254852571,1.256822,1.514571143,1.186551714,1.706025714,1.474702571,1.326448857,1.247540286,1.423152857,1.109457714,1.338469714,1.758634286,1.103256,1.149314286,1.507327059,0.390385239,0.269642642,2.727941836,7.846088897,0.294955848,0.277884866,-0.326335853,0.409753727,6.449227052,1.116862597,1.103381107,0.920497818,0.05999793,-2.696670153,-1.14072039,-3.90389059,-3.271372717,1.227732487
Yazoo,80302,166,12,0.434018757,0.723333324,11.60000006,67.62499936,20.77500004,0.083333333,0.088318333,0.275847497,0.443396232,0.167548735,49.61010285,0.93,0.76,1.414213562,1,0,0.032963946,0,0,0.536960833,0.429150833,0.4114375,0.551355,0.4617425,0.660683333,0.511831667,0.6777375,0.482448333,0.438175,0.709381667,0.532235,0.670754167,0.500065,0.5177875,1.596249167,0.910846667,0.750576667,1.035128333,0.90755,1.481635,1.188139167,1.566049167,0.997586667,0.802176667,1.457193333,1.100343333,1.389459167,0.894834167,1.055914167,1.045605341,0.719223904,-0.140661527,3.405877283,4.557960075,-1.079181246,0.297184006,-0.353208001,0.409327174,7.043443962,1.145191014,1.058823639,0.150514998,0,-5,-1.481960802,-6,-5,1.022548454
