NAME,HUC6,OBJECTID,N,HDIdgi,oc,clay,silt,sand,wpg2,wp,fc,tp,ep,Ks,wsolidityu2,wroundu2,wsizemean,wgrademean,denvfroots,denfroots,denmroots,dencoroots,etDp2000,etDp2001,etDp2002,etDp2003,etDp2004,etDp2005,etDp2006,etDp2007,etDp2008,etDp2009,etDp2010,etDp2011,etDp2012,etDp2013,etDp2014,petDp2000,petDp2001,petDp2002,petDp2003,petDp2004,petDp2005,petDp2006,petDp2007,petDp2008,petDp2009,petDp2010,petDp2011,petDp2012,petDp2013,petDp2014,n,asinHDIdgi,log10oc,sqrtclay,sqrtsand,log10wpg2,sqrtwp,log10tp,sqrtep,sqrtKs,angularwsolidityu2,asinwroundu2,log10wsizemean,log10wgrademean,log10denvfroots,log10denfroots,log10denmroots,log10dencoroots,sqrtn
St. Lawrence,41503,256,24,0.231074092,3.07583335,42.62916708,42.79583351,14.57499993,0.833333333,0.270792306,0.385325382,0.514078371,0.128752989,16.0834416,0.918751355,0.78249729,4.957414358,2.347826087,0.000971799,0.209819856,0.000539184,0,0.65724875,0.913884167,0.77806375,0.633228333,0.654828333,0.61349375,0.55715875,0.7085575,0.564394167,0.678480833,0.6241025,0.569027917,0.78719625,0.629046667,0.615727917,0.9488275,1.451345,1.158344583,0.916487083,1.00032375,0.912700417,0.885559167,1.09736,0.836595833,1.062422083,0.959548333,0.848504167,1.223211667,0.95055625,0.88324875,1.733132808,0.501454718,0.487962802,6.529101552,3.817721824,-0.079181246,0.520377081,-0.288970668,0.358821668,4.010416636,1.12744475,1.085611506,0.69525522,0.370665924,-3.012423406,-0.678153416,-3.268263251,-5,1.31648502
Suwannee,31102,113,3,0.817168708,0.529999971,3.099999984,6.399999936,90.5,3.666666667,0.041675001,0.123699997,0.430188683,0.306488686,185.3620986,0.93,0.76,1.996901595,1,0.000536165,0.018216918,0.000522845,0,0.691006667,0.721906667,0.581523333,0.598653333,0.606083333,0.641563333,0.75491,0.82204,0.603483333,0.67335,0.729866667,0.710293333,0.505476667,0.56137,0.479193333,1.69262,1.563,1.093416667,1.070766667,1.17582,1.152973333,1.76752,1.813613333,1.250833333,1.258966667,1.363033333,1.54009,1.016956667,1.054556667,0.95323,1.261358253,1.128973724,-0.275724154,1.760681682,9.513148795,0.56427143,0.204144559,-0.366341019,0.553614203,13.61477501,1.145191014,1.058823639,0.300356664,0,-3.270701421,-1.739525104,-3.281627212,-5,1.123102067
Tongue,100901,358,4,0.312384561,2.582499981,16.6500001,50.99999905,32.34999943,3.5,0.122613335,0.285486676,0.55094339,0.265456713,128.9523464,0.8825,0.59,1.060486697,1.5,0.012733922,0,0,0,0.83702,1.01508,0.9546925,0.8351475,0.875815,0.598075,0.92966,0.6506475,0.6609525,0.81057,0.8006125,0.63612,0.9910525,0.62523,0.734605,5.08087,5.99905,4.98,4.2683575,5.3701,3.1190275,5.7121475,3.25539,3.1326775,3.8115375,3.65399,2.5213975,7.104415,2.7318975,3.1068175,0.983717439,0.593075243,0.412040327,4.080441164,5.68770599,0.544068044,0.35016187,-0.258893023,0.515224915,11.35571866,1.07929247,0.875891389,0.025505225,0.176091259,-1.895037807,-3,-6,-5,0.991825307
Truckee,160501,83,40,0.362226742,2.999999948,9.46315782,19.90526317,70.631579,33.02631579,0.10269111,0.203718888,0.52452831,0.320809422,277.16835,0.868450557,0.596312085,7.165170192,1.587100115,0.009240806,0.064800179,0.002849504,0.008636771,0.578151176,0.618692059,0.624463824,0.703363824,0.612930294,0.459988529,0.538755588,0.872153529,0.663887059,0.593923235,0.442275588,0.712737059,0.512267941,1.333532941,0.549811471,3.728969118,4.720819412,4.771120882,4.361851765,3.972952059,2.553776765,3.074999412,6.60007,5.127217941,3.932193824,2.447255882,3.803775,4.191582353,9.390651765,3.912089412,0.719808515,0.645819073,0.477121247,3.076224605,8.404259575,1.518860129,0.320454537,-0.280231067,0.566400408,16.6483738,1.063180636,0.882316013,0.855226511,0.200604323,-2.034290133,-1.188423797,-2.54523071,-2.06364861,0.848415296
Upper Arkansas,110200,91,20,0.416799538,1.379090922,26.99499936,39.34000034,33.66000013,5.4375,0.220787145,0.339148578,0.536388132,0.197239555,102.6047314,0.924014756,0.771234179,2.811589721,1.455791776,0.004905911,0.049966403,0.00126267,0,0.768225556,0.741747778,0.741772222,0.715533333,0.611173889,0.683480556,0.487508333,0.839452222,0.705327778,0.583503333,0.705728889,0.608934444,0.799692222,0.674704444,0.649692222,6.402896667,5.608326111,7.511360556,5.664680556,3.737747778,4.680412778,3.686375556,5.021177222,5.673073333,4.268351111,5.230037778,6.867687222,9.188031667,5.992128333,5.322944444,0.705690539,0.701808877,0.1395929,5.195671214,5.801723893,0.73539927,0.469879926,-0.270520839,0.4441166,10.12939936,1.135531822,1.072084456,0.448951947,0.163099262,-2.309280327,-1.301321915,-2.898710077,-5,0.84005389
Upper Bear,160101,337,3,0.405806189,4.875,23.76666641,45.06666692,31.16666667,14.5,0.166799998,0.249599994,0.516981143,0.267381149,101.7791418,0.910514576,0.798970848,7.004900035,2,0.001474454,0.093687005,0,0,0.790273333,1.011356667,0.960376667,0.84028,0.758713333,0.771186667,0.774156667,0.854596667,0.80614,0.777783333,0.62682,0.70437,0.853146667,0.821423333,0.62455,3.175866667,4.288266667,3.61557,3.250016667,2.63893,2.322,2.775826667,3.682153333,2.874176667,2.578946667,2.251003333,2.09124,3.95601,3.21699,2.111406667,1.144947892,0.690638107,0.68797462,4.87510681,5.582711408,1.161368002,0.408411555,-0.286525298,0.517089111,10.0885649,1.115450432,1.105863515,0.845401942,0.301029996,-2.831368727,-1.028320643,-6,-5,1.070022379
Upper Beaver,111001,329,16,0.38885895,1.138999981,23.19999999,39.75000006,37.05000025,0.375,0.1665025,0.30298,0.473584902,0.170604901,36.86587547,0.894270382,0.670687869,9.958517564,1.57096519,0.000344678,0.1193394,0.001288439,0,0.49134,0.655960625,0.469309375,0.571808125,0.46776,0.635128125,0.4466525,0.76172,0.49181,0.587248125,0.480189375,0.609530625,0.564615,0.556676875,0.64110875,4.015189375,4.6526775,3.7495575,4.344904375,2.611546875,4.183283125,3.746328125,4.122425,3.840954375,4.395011875,3.0362075,9.296759375,6.24401375,4.260820625,5.03643125,0.603604256,0.673320911,0.056523717,4.81663783,6.086871138,-0.425968732,0.408047179,-0.324602152,0.413043462,6.071727552,1.093735863,0.95958825,0.998194694,0.196166562,-3.462586947,-0.923216151,-2.889936153,-5,0.776919723
Upper Canadian,110800,239,11,0.423950403,1.065454548,21.03636334,27.39090893,51.57272599,0.428571429,0.117954287,0.249990001,0.442587599,0.192597598,61.9639896,0.888531268,0.656540448,2.65324676,1.222222222,0.004071504,0.015614501,4.90E-05,0,0.4448,0.673028182,0.470337273,0.543665455,0.426758182,0.499726364,0.467506364,0.625623636,0.461555455,0.42363,0.49432,0.398377273,0.575522727,0.412491818,0.598148182,5.780355455,6.135184545,5.968411818,6.905504545,3.28564,4.158960909,4.299791818,5.322451818,4.480704545,6.168861818,4.946177273,8.586396364,10.99812636,5.289887273,6.056633636,0.504465936,0.709052247,0.027534928,4.586541545,7.181415319,-0.367976785,0.343444737,-0.354000759,0.438859429,7.871720879,1.086574273,0.944615807,0.423777643,0.087150176,-2.390245126,-1.806471893,-4.309655936,-5,0.710257655
Upper Chesapeake,20600,170,25,0.260062429,1.049999999,15.51599992,32.33199989,52.15200035,5.68,0.100593845,0.257831535,0.426995649,0.169164114,49.82362071,0.901652042,0.722809765,8.235168178,1.765899162,0.001502673,0.043145331,0.000536604,0.002066213,0.667451905,0.762753333,0.709346667,0.485193333,0.70579619,0.648000952,0.610370476,0.824165238,0.627817143,0.53440381,0.678490952,0.527779524,0.703924286,0.607628571,0.575711905,1.2759,1.456976667,1.353985714,0.804305238,1.226040952,1.155086667,1.13171381,1.63223381,1.183282381,0.939904762,1.280877143,0.929729048,1.34298,1.103108095,1.079874762,1.358836719,0.535141967,0.021189299,3.939035405,7.221634188,0.754348336,0.317165327,-0.36957655,0.411295653,7.058584894,1.103317934,1.016331254,0.915672473,0.2469659,-2.82313541,-1.365066191,-3.270346202,-2.684824892,1.16569152
Upper Cimarron,110400,247,11,0.412335015,0.767499976,18.08181841,41.72727273,40.19090947,1.111111111,0.126005002,0.195420006,0.428301892,0.232881886,85.70666939,0.907556268,0.713148749,3.394112549,1.2,0.000861694,0.113762792,0.002016687,0.001121659,0.549049091,0.682069091,0.649487273,0.596718182,0.484495455,0.545427273,0.428692727,0.750646364,0.574655455,0.552854545,0.625591818,0.522578182,0.549489091,0.593303636,0.560738182,4.587666364,4.810940909,5.322289091,4.400483636,2.811626364,3.642978182,3.534074545,4.431638182,4.184783636,3.851837273,4.109985455,6.998803636,5.831610909,4.424591818,4.33279,0.616732691,0.697277704,-0.114921629,4.252272146,6.339630074,0.045757491,0.354971833,-0.368250007,0.482578373,9.25778966,1.111317989,1.005596044,0.530726239,0.079181246,-3.064646939,-0.943999757,-2.695361488,-2.950139335,0.785323304
Upper Colorado,120800,307,35,0.556221587,0.504736838,11.08857151,13.87999988,75.03142847,0.741935484,0.0901156,0.185601999,0.424754715,0.239152716,100.0659136,0.912338252,0.795323495,8.10147282,1.34370004,0.003069545,0.053609786,0.00035292,0.00013086,0.484898824,0.684482647,0.476918824,0.627852353,0.367600588,0.633644706,0.450366471,0.588599706,0.519886471,0.535520882,0.599795,0.790356471,0.483168235,0.536736176,0.493666176,5.746736471,6.973983235,3.919669118,6.677651471,2.204585,4.483858529,4.604702059,2.906719706,5.297597647,5.317590588,3.599718235,16.58889912,6.836659118,5.788817647,4.486095294,0.565332975,0.841738902,-0.296934997,3.329950677,8.662068372,-0.129633858,0.300192605,-0.371861792,0.489032428,10.00329514,1.1180421,1.101328363,0.908563979,0.12830233,-2.51292593,-1.270755923,-3.45232344,-3.883192546,0.751886278
Upper Colorado-Dirty Devil,140700,68,18,0.569128103,1.010000005,11.04999989,25.23333314,63.71666654,31.33333333,0.073786,0.209036003,0.489056605,0.280020602,166.3304834,0.824427104,0.417373162,4.154843689,1.39366349,0.005916965,0.013941519,0.000420143,0.00210311,0.728676667,0.763662778,0.903518889,0.758942222,0.585761667,0.579386111,0.530703333,0.67925,0.782673333,0.843097778,0.497688333,0.676403889,0.664288333,0.501225,0.682785,8.79596,8.421998333,14.03871556,10.12863944,6.084147222,5.897768889,6.601185,9.505842222,9.551776667,11.56199056,5.007843889,8.246305,10.36567611,6.0897,10.10167833,0.61706372,0.854748411,0.004321376,3.324154011,7.982272016,1.496006599,0.271635785,-0.310640871,0.529169729,12.89691759,1.018502604,0.702390554,0.61855469,0.144157923,-2.227900973,-1.855689916,-3.376602726,-2.677138063,0.785534035
Upper Colorado-Dolores,140300,97,14,0.298532596,3.703846189,15.9999998,39.72857162,44.27142879,24.64285714,0.127706667,0.262222496,0.591509437,0.329286942,226.4218691,0.923160503,0.773446005,3.149596694,1.461161392,0.005763775,0.050313392,0.001176401,0.001526702,0.741912143,0.863811429,0.802888571,0.768212857,0.668994286,0.710609286,0.617765,0.660007143,0.712852857,0.866992857,0.665446429,0.778713571,0.870469286,0.632530714,0.709764286,4.831967143,5.030162857,6.587520714,5.080729286,3.957637143,3.665764286,3.843198571,4.089764286,4.659195714,5.823135,3.694916429,4.823202857,7.522228571,3.842646429,4.660704286,0.818713455,0.578037548,0.568652943,3.999999974,6.653677839,1.391691059,0.357360696,-0.228038322,0.573835291,15.04732099,1.13419475,1.074721848,0.498254946,0.164698188,-2.239292957,-1.298316405,-2.929444694,-2.816245756,0.904827859
Upper Connecticut,10801,235,16,0.018689948,3.73125001,7.362500057,45.29999989,47.33749974,10.125,0.108136248,0.382595,0.536477987,0.153882987,40.33810697,0.921135664,0.765643071,4.625195739,1.25,0.002412743,0.03816878,0.000304993,0,0.52882875,0.77824375,0.608789375,0.5098275,0.64853375,0.46673125,0.46888,0.570303125,0.456220625,0.53133125,0.56121875,0.47374875,0.6963825,0.58785125,0.53321,0.855394375,1.281784375,0.94454375,0.812591875,1.038185625,0.7408,0.771321875,0.900854375,0.74158125,0.869683125,0.922265625,0.73926875,1.13733875,0.953226875,0.847304375,1.355605191,0.137140662,0.57185435,2.713392721,6.880225268,1.005395032,0.328840764,-0.270448093,0.39227922,6.351228777,1.13106414,1.065457147,0.665130117,0.096910013,-2.617488907,-1.418291722,-3.515710418,-5,1.164304596
Upper Cumberland,51301,293,22,0.396793125,3.219999973,15.63636366,42.62727304,41.73636376,15.14285714,0.08868,0.257076667,0.625786164,0.368709497,366.7865403,0.927953063,0.764093874,2.497094667,1.363931243,0.000212889,0.102872006,0.002122135,0,0.716158182,0.671134545,0.564099091,0.524847727,0.516494091,0.780518636,0.718272727,0.808396818,0.698048636,0.499195,0.587473182,0.481512727,0.713549091,0.495875455,0.562353182,1.281438636,1.262275909,0.900232273,0.826753636,0.854425455,1.318939091,1.200635909,1.557716818,1.241261364,0.839997273,1.008451818,0.800794091,1.163996818,0.802717273,1.003735909,1.420331005,0.681443986,0.507855868,3.954284216,6.460368701,1.180207825,0.297791873,-0.203574043,0.607214539,19.151672,1.141828037,1.06363061,0.397435007,0.134792478,-3.67184657,-0.987702792,-2.673227043,-5,1.191776407
Upper Delaware,20401,238,36,0.084336266,2.346285724,16.93888882,49.99722232,33.06388925,17.5,0.146027857,0.34079571,0.50691824,0.169716422,43.13423106,0.921838364,0.759282761,3.694019013,1.41273485,0.001608495,0.051304789,0.001120382,0,0.55155,0.698285588,0.534153529,0.391612353,0.479635294,0.474443824,0.466477353,0.524043824,0.479891176,0.507498529,0.52874,0.350634706,0.558243235,0.538652941,0.535476176,1.001216176,1.290571176,0.980169706,0.664550588,0.800707353,0.885459412,0.880998529,0.93277,0.882480882,0.890092647,0.990303529,0.583143824,1.028825882,0.962058235,0.976764706,1.118162021,0.294652212,0.370380898,4.115688135,5.750120803,1.243038049,0.382135914,-0.295062082,0.41196653,6.567665572,1.132144527,1.057984373,0.567499126,0.150060659,-2.793580166,-1.289842097,-2.950633993,-5,1.057431804
Upper Gila,150400,244,10,0.181024902,0.864285716,11.27999992,37.72999964,50.98999922,27.8,0.094842001,0.246747996,0.488301889,0.241553893,108.4716071,0.7875,0.25,2.071812519,1.5,0.008796459,0.05874956,0.000303904,0,0.272264,0.499438,0.397906,0.545447,0.404656,0.435512,0.450181,0.417707,0.446031,0.381991,0.37332,0.379491,0.420043,0.464028,0.403092,6.61668,8.503698,9.512795,13.041678,6.438063,7.642657,7.272545,6.695748,7.140105,11.461947,5.975187,10.488272,12.026897,8.22613,7.125099,0.406075499,0.43948141,-0.063342665,3.358571113,7.1407282,1.444044796,0.307964285,-0.311311596,0.491481326,10.41497034,0.985711741,0.523598776,0.316350453,0.176091259,-2.055692096,-1.230995385,-3.517264246,-5,0.637240535
Upper Green,140401,98,17,0.29323239,2.569230763,16.47647085,32.15882352,51.36470604,18.6,0.18875999,0.272639984,0.516981143,0.244341159,77.39530846,0.900927533,0.719069252,5.455590859,1.284313725,0.011568794,0.029427329,0.003137069,0.000452977,0.927071176,1.277297059,1.416484706,0.897475294,0.789372941,0.927716471,1.005974706,0.854666471,0.979805294,0.791168235,0.778031176,0.790801176,1.061894706,0.833811765,0.763843529,6.171731176,8.793615294,9.675884706,5.548087647,4.334558824,4.894104118,6.847672353,6.243695882,6.468371765,4.400036471,4.689590588,4.272923529,9.427191176,5.348426471,4.684887647,1.241524212,0.572231449,0.409803113,4.059121931,7.166917471,1.269512944,0.434465177,-0.286525298,0.494308769,8.797460342,1.102357631,1.012161555,0.736841793,0.108671124,-1.936711908,-1.531249161,-2.503475962,-3.343923384,1.114237054
Upper Hudson,20200,237,6,0.069991778,2.74000001,14.13333321,50.09999975,35.76666609,14,0.1190675,0.340122505,0.534905654,0.194783149,57.19473541,0.925,0.77,3.597858392,1.583333333,0.000603186,0.031229002,0.001372468,0,0.534758333,0.83961,0.590948333,0.455163333,0.603403333,0.51544,0.534706667,0.58,0.50607,0.564173333,0.630506667,0.425261667,0.685953333,0.62004,0.627768333,0.817258333,1.29289,0.862778333,0.718878333,0.88041,0.810678333,0.838821667,0.868883333,0.77222,0.884543333,0.991831667,0.634303333,1.07194,0.972055,0.989983333,1.47678717,0.267747215,0.437750564,3.759432564,5.980523898,1.146128036,0.345061588,-0.271722811,0.441342439,7.562720107,1.1370863,1.070616718,0.556044066,0.199572355,-3.219548899,-1.505441898,-2.862497905,-5,1.215231323
Upper Illinois,71200,136,168,0.247146062,2.184810131,17.3291667,34.38095236,48.06964273,1.588235294,0.147714999,0.27047,0.482012578,0.199512846,29.74514858,0.925298081,0.769423164,4.276417332,1.521902582,2.87E-05,0.088110398,0.000560191,0,0.608855,0.57416994,0.74255988,0.52537747,0.588245361,0.710519036,0.522274096,0.592401386,0.518290482,0.568193855,0.63104512,0.544631627,0.709563072,0.62785012,0.508044699,1.598319337,1.309648434,1.432392651,1.229609819,1.266356807,1.644779458,1.178404277,1.322240904,1.031006205,1.181202289,1.41994753,1.112371446,1.739857349,1.257953313,1.090499699,1.091316317,0.520297013,0.339413701,4.162831572,6.93322744,0.200914843,0.38433709,-0.316941629,0.446668608,5.45391131,1.137559258,1.069931667,0.631080081,0.182386854,-4.541768193,-1.054972838,-3.251663989,-5,1.044660862
Upper Mississippi-Black-Root,70400,191,107,0.21211785,2.546601943,16.18785041,50.88411195,32.92803717,3.075,0.159844,0.322867997,0.422641511,0.099773514,10.61303518,0.912905796,0.761744339,5.013842481,1.442245615,0.002171469,0.053713883,0.00222209,0.008833061,0.649941415,0.669375189,0.712585755,0.929234434,0.587133396,0.718606415,0.765965566,0.600506981,0.73031217,0.72078566,0.571134906,0.795013962,0.74653566,0.614855377,0.613368679,1.507888679,1.346332642,1.269384811,1.964134717,1.154692736,1.464239906,1.585488585,1.262549528,1.500759623,1.500806038,1.094271415,1.453526698,1.655597264,1.142787075,1.118272547,1.373168356,0.478628847,0.405961066,4.023412781,5.738295668,0.48784512,0.399804952,-0.374027849,0.315869457,3.257765366,1.118855774,1.060868343,0.700170686,0.159039227,-2.663246398,-1.269913451,-2.653238282,-2.053888773,1.171822664
Upper Mississippi-Crow-Rum,70102,382,115,0.183250731,2.882592589,14.83999998,28.3704347,56.78956532,2.318584071,0.085146667,0.220355003,0.403773569,0.183418566,41.49303205,0.911168175,0.778537437,6.124349351,1.18627451,0.000618265,0.007026525,0.002953256,0,0.786417699,0.660274513,0.600570442,0.777551504,0.648361504,0.577992124,0.84808885,0.674489646,0.712159823,0.672511416,0.569766903,0.690687434,0.761767876,0.657668319,0.557614248,2.070714779,1.469902389,1.206155841,1.882864867,1.448622124,1.313439292,2.077719646,1.724592655,1.65487885,1.572986814,1.304798584,1.509236814,1.926936637,1.42255885,1.18927646,1.204274611,0.442364933,0.459783266,3.852272054,7.535885172,0.365222848,0.291799018,-0.393862114,0.428273938,6.441508523,1.116375308,1.080827831,0.787059956,0.074185199,-3.208825033,-2.153259379,-2.529698885,-5,1.097394465
Upper Mississippi-Maquoketa-Plum,70600,128,25,0.309361806,2.770769238,19.54799975,58.57200069,21.80000019,0.590909091,0.147946316,0.284715264,0.441509434,0.15679417,45.11998491,0.883512352,0.685731219,6.225154518,1.434782609,0.001340413,0.020819335,0.000849623,0,0.600596,0.62533,0.7917064,0.752408,0.6218228,0.7767548,0.6972892,0.507846,0.4836896,0.5991652,0.545668,0.702772,0.7955624,0.5590956,0.636146,1.4143056,1.2575456,1.4698568,1.6406608,1.1945268,1.62066,1.4502464,1.0778052,0.9696792,1.192098,1.049452,1.3032588,1.8495108,1.0284424,1.1783396,1.264021115,0.589809869,0.442600357,4.421311995,4.669047032,-0.228479329,0.384637902,-0.355060012,0.395972436,6.717141127,1.08049822,0.975689997,0.794150136,0.156786104,-2.872761412,-1.681533157,-3.070773847,-5,1.124286936
Upper Mississippi-Meramec,71401,139,87,0.383147066,2.074117648,19.1137931,63.27471295,17.19425292,0.2,0.199541995,0.353711253,0.499528301,0.145817048,28.45043178,0.913785071,0.765869061,3.080941337,1.518811808,0.005258742,0.021910671,0.000633738,0.001266389,0.594480814,0.635681628,0.551061279,0.629327674,0.64045593,0.687590814,0.54332,0.664082093,0.499801395,0.517795116,0.746841744,0.485889186,0.752773953,0.55012186,0.638414884,1.501402907,1.362739651,1.034851163,1.223692442,1.267647093,1.410508256,1.23742,1.500961512,0.962087791,1.018982442,1.471656977,0.936653488,1.757774419,1.023684535,1.288742442,1.165850478,0.667454482,0.316833387,4.371932422,4.14659534,-0.698970004,0.446701237,-0.301439901,0.381859985,5.333894616,1.120123197,1.065723943,0.488683429,0.181503965,-2.279118107,-1.65934433,-3.198089917,-2.897432985,1.079745562
Upper Mississippi-Salt,71100,138,104,0.394990924,1.530941177,20.92403847,66.22596148,12.19711538,0.238095238,0.205222492,0.399624996,0.51773585,0.091884439,7.643739958,0.906733845,0.740096,4.362184201,1.506547062,0.001749548,0.045618365,7.96E-05,3.02E-05,0.647838932,0.588069903,0.613907087,0.567995534,0.628954951,0.771911165,0.750366214,0.720567476,0.467118058,0.496714078,0.54128534,0.611517184,0.737854078,0.627667864,0.562275437,1.673683301,1.332266796,1.359059223,1.336826311,1.300156019,1.907486408,1.79752699,1.724272427,0.954601359,1.036143398,1.091133398,1.389993398,2.101346408,1.289709126,1.186047767,1.116491614,0.6796014,0.184958504,4.574280104,3.492436882,-0.62324929,0.453014891,-0.285891762,0.303124462,2.764731444,1.110184336,1.035834957,0.639704001,0.177982703,-2.757074109,-1.340860284,-4.098905373,-4.520014643,1.056641668
Upper Mississippi-Skunk-Wapsipinicon,70801,135,52,0.253448033,1.978947367,25.17115377,53.60000005,20.78653856,1.470588235,0.197414998,0.326612504,0.478084176,0.143513278,26.7355937,0.922136451,0.780784034,3.467113356,1.470746638,0,0.142482321,0,0.000245363,0.677337692,0.657689038,0.768606538,0.636213462,0.701885,0.823576538,0.711486731,0.584715962,0.513325385,0.531240577,0.486212115,0.707186154,0.803890769,0.668132115,0.584813077,1.872453846,1.430839615,1.610585769,1.621091346,1.480183654,2.023289808,1.754765,1.391716923,1.07277,1.096847692,1.014904038,1.528670385,2.123778846,1.366473846,1.172898654,1.185273957,0.527571153,0.296434244,5.017086183,4.559225654,0.167491087,0.444314076,-0.320495631,0.378831464,5.170647319,1.13260476,1.083538008,0.539968041,0.167537864,-5,-0.84623902,-6,-3.610191274,1.088702878
Upper Pecos,130600,243,23,0.459868475,1.171428573,15.11739145,25.32608672,59.55652175,2.954545455,0.156294285,0.258547145,0.486792454,0.228245309,108.2302997,0.842916563,0.47988116,4.104301909,1.761904762,0.0053808,0.014870953,3.73E-05,0,0.400033913,0.648098696,0.413798696,0.61444913,0.357266522,0.544707826,0.435200435,0.584393478,0.485983478,0.420095652,0.447701739,0.509492174,0.526656957,0.372716087,0.372143043,7.76396913,9.952630435,6.329523913,10.94538217,3.480695217,6.139861739,5.575282174,5.01446913,6.838766522,6.679327826,4.667339565,14.46351261,12.05589261,6.033965217,4.435716087,0.46354365,0.745223424,0.068715813,3.888108981,7.717287201,0.470490676,0.39534072,-0.312656163,0.477750258,10.40337925,1.036366389,0.76527389,0.6132393,0.245982429,-2.269153132,-1.827661192,-4.427755248,-5,0.6808404
Upper Pee Dee,30401,217,18,0.469757263,2.547142859,24.9555557,26.92222214,48.12222195,20.05555556,0.181430911,0.292643632,0.513207547,0.220563915,145.1685003,0.925,0.778333333,4.829149663,1.555555556,0.001584841,0.139612008,0.001983735,0.00738975,0.76104375,0.864820625,0.63225,0.482281875,0.67349,0.680846875,0.65984375,0.779116875,0.67655875,0.57091375,0.676248125,0.630199375,0.74478625,0.51568375,0.681175625,1.59056625,1.83305375,1.216525,0.826303125,1.21206375,1.274089375,1.34143,1.6817975,1.36487125,1.037265625,1.251041875,1.22163,1.368581875,0.90586375,1.332253125,1.367676729,0.755136956,0.406053303,4.995553593,6.937018232,1.302234697,0.425947075,-0.289706965,0.469642327,12.04858914,1.1370863,1.0805821,0.683870665,0.191885526,-2.800014276,-0.855077227,-2.702516419,-2.131370234,1.169477118
Upper Rio Grande,130201,240,4,0.206818488,2.769999981,16.4000001,33.95000005,49.65000105,2,0.122850003,0.270503335,0.52327043,0.252767095,144.9144953,0.922426273,0.774736136,4.5282656,1.250401425,0.008645663,0.033180814,0.0005882,0,0.859445,0.89695,0.839725,1.038175,0.8422625,0.81167,0.7544775,0.80516,0.8875175,0.803575,0.8636575,0.8436425,0.95834,0.7232,0.838075,7.145975,6.2857325,7.5411825,7.66726,4.9536325,4.9720725,4.8806975,4.7595825,5.754665,5.7680025,5.892465,7.5932225,9.7172825,5.334705,6.25447,0.972930226,0.472117324,0.442479766,4.049691358,7.046275686,0.301029996,0.350499647,-0.281273806,0.50275948,12.03804367,1.133053347,1.076264405,0.655931892,0.09704946,-2.063201698,-1.479112959,-3.23047469,-5,0.986372255
Upper Sacramento,180200,70,15,0.185262251,1.912666682,18.02000001,33.58666687,48.39333394,13.46666667,0.156608333,0.287843342,0.508805024,0.220961682,102.5205887,0.842249726,0.481682733,6.27452132,1.714735478,0.00665051,0.016215059,0.000331805,0,0.685799333,0.782155333,0.892181333,0.612713333,0.679072,0.542237333,0.721440667,0.855394,0.80019,0.812288,0.606209333,0.873139333,0.622661333,1.219796,0.528042,3.819029333,5.253417333,5.928788,3.408267333,4.005895333,2.731807333,3.776624,5.322002667,5.374228,4.835532667,3.156054,4.230923333,3.918716667,7.54305,3.868990667,0.857800158,0.444959159,0.281639293,4.244997057,6.956531747,1.12926011,0.395737707,-0.293448609,0.470065614,10.12524512,1.035701801,0.767076796,0.797580599,0.234197133,-2.17714505,-1.790081477,-3.479116616,-5,0.926175015
Upper San Juan,140801,246,18,0.32357157,1.16388888,16.1833334,30.12777784,53.6888888,1.823529412,0.10485,0.197443075,0.449637158,0.252194082,102.0261697,0.848139773,0.49477159,5.30341101,1.583333333,0.003791454,0.020075787,0.000168057,0,0.869553333,0.903960833,0.8432175,0.877646667,0.854060833,0.73834,0.770498333,0.778743333,0.812535,0.989515833,0.71386,0.8792,1.050179167,0.728506667,0.8369625,7.8859475,7.781333333,9.156370833,8.1893925,7.0695525,5.850279167,6.818335833,6.8825525,7.437340833,9.950718333,5.5994175,8.5344625,12.3238525,6.637815,8.803275,0.879048554,0.605086861,0.065911519,4.022851401,7.327270215,0.260912772,0.323805496,-0.347137806,0.502189289,10.10080045,1.041629589,0.780169658,0.724555286,0.199572355,-2.421194262,-1.697327424,-3.774542734,-5,0.937575893
Upper Snake,170402,364,48,0.23100529,2.104545443,14.74042554,52.62553191,32.63404264,5.609756098,0.137828636,0.276644283,0.51841869,0.241774408,110.7696555,0.857357133,0.551879088,6.954766699,1.467535975,0.005969993,0.027025098,0.000633447,0,0.897250851,0.954233404,1.104192766,0.927904468,0.842182553,0.684774681,0.73232766,0.983116383,0.916451702,0.845264255,0.712862979,0.930478085,0.811309362,1.214148511,0.678076383,5.293061277,6.18178617,6.072096596,5.61485234,4.196318085,3.157934468,3.599563191,5.905469362,4.997482128,3.819949362,3.550848936,4.148728511,5.010254255,7.339472128,3.67233234,1.153366669,0.501373103,0.323158308,3.839326183,5.712621346,0.748943979,0.371252793,-0.28531935,0.491705611,10.52471641,1.051182698,0.837370791,0.842282566,0.166588756,-2.224026201,-1.568232728,-3.198290007,-5,1.0739491
